position	chr	start	end	length	nick_coordinates
chrY:23144667-23150705	chrY	23144667	23150705	6038	23148113
chrY:23650222-23656363	chrY	23650222	23656363	6141	23653775
chrY:23695686-23701569	chrY	23695686	23701569	5883	23699304
chrY:23704611-23710597	chrY	23704611	23710597	5986	23708039
chrY:23756281-23762472	chrY	23756281	23762472	6191	23759833
chrY:23801816-23805268	chrY	23801816	23805268	3452	23802767
chrY:23889481-23895590	chrY	23889481	23895590	6109	23893013
chrY:23963620-23966387	chrY	23963620	23966387	2767	23963888
chrY:23982756-23982994	chrY	23982756	23982994	238	23982855
chrY:23997555-24001032	chrY	23997555	24001032	3477	23998553
chrY:24058682-24063648	chrY	24058682	24063648	4966	24062204
chrY:24063647-24069853	chrY	24063647	24069853	6206	24067273
chrY:24222596-24228033	chrY	24222596	24228033	5437	24225442
chrY:24488693-24494708	chrY	24488693	24494708	6015	24492122
chrY:24505408-24510166	chrY	24505408	24510166	4758	24507730
chrY:24553556-24559681	chrY	24553556	24559681	6125	24557099
chrY:24776006-24782046	chrY	24776006	24782046	6040	24779451
chrY:25185568-25189135	chrY	25185568	25189135	3567	25186526
chrY:25258379-25263115	chrY	25258379	25263115	4736	25260495
chrY:25369702-25375721	chrY	25369702	25375721	6019	25373138
chrY:25554405-25559643	chrY	25554405	25559643	5238	25557896
chrY:25710291-25713238	chrY	25710291	25713238	2947	25710662
chrY:25937661-25939643	chrY	25937661	25939643	1982	25937867
chrY:26073524-26076585	chrY	26073524	26076585	3061	26074001
chrY:26286024-26290975	chrY	26286024	26290975	4951	26289590
chrY:26339733-26344868	chrY	26339733	26344868	5135	26343101
chrY:26601787-26607911	chrY	26601787	26607911	6124	26605339
chr1:4244384-4247142	chr1	4244384	4247142	2758	4246973
chr1:4576846-4580808	chr1	4576846	4580808	3962	4579439
chr1:4860762-4864082	chr1	4860762	4864082	3320	4863351
chr1:7411757-7417922	chr1	7411757	7417922	6165	7414346
chr1:7602176-7605817	chr1	7602176	7605817	3641	7602243
chr1:11083623-11086544	chr1	11083623	11086544	2921	11086209
chr1:12812997-12816083	chr1	12812997	12816083	3086	12815591
chr1:12867878-12871181	chr1	12867878	12871181	3303	12870446
chr1:13038115-13041430	chr1	13038115	13041430	3315	13040698
chr1:13291504-13294083	chr1	13291504	13294083	2579	13292989
chr1:14287380-14291820	chr1	14287380	14291820	4440	14288267
chr1:14355444-14361840	chr1	14355444	14361840	6396	14358011
chr1:14382318-14388341	chr1	14382318	14388341	6023	14384904
chr1:19991693-19993348	chr1	19991693	19993348	1655	19992109
chr1:24269391-24275205	chr1	24269391	24275205	5814	24271359
chr1:29400059-29404325	chr1	29400059	29404325	4266	29402636
chr1:30453585-30459718	chr1	30453585	30459718	6133	30456171
chr1:30581287-30585742	chr1	30581287	30585742	4455	30583842
chr1:33206963-33210936	chr1	33206963	33210936	3973	33209511
chr1:33290091-33292710	chr1	33290091	33292710	2619	33292657
chr1:34566055-34572105	chr1	34566055	34572105	6050	34568664
chr1:35054885-35057837	chr1	35054885	35057837	2952	35056718
chr1:38629156-38635345	chr1	38629156	38635345	6189	38631736
chr1:41548887-41552216	chr1	41548887	41552216	3329	41551466
chr1:42252016-42252790	chr1	42252016	42252790	774	42252211
chr1:43114527-43120516	chr1	43114527	43120516	5989	43117100
chr1:45961780-45965617	chr1	45961780	45965617	3837	45964304
chr1:46793607-46796778	chr1	46793607	46796778	3171	46796187
chr1:46825138-46831312	chr1	46825138	46831312	6174	46827736
chr1:46919692-46925853	chr1	46919692	46925853	6161	46922255
chr1:47052917-47057316	chr1	47052917	47057316	4399	47055507
chr1:47085695-47088578	chr1	47085695	47088578	2883	47088283
chr1:48132877-48137162	chr1	48132877	48137162	4285	48135451
chr1:48273348-48277107	chr1	48273348	48277107	3759	48275921
chr1:48363803-48369929	chr1	48363803	48369929	6126	48366385
chr1:49116225-49122348	chr1	49116225	49122348	6123	49118785
chr1:49561313-49567447	chr1	49561313	49567447	6134	49563897
chr1:49750183-49754296	chr1	49750183	49754296	4113	49751668
chr1:49831998-49837363	chr1	49831998	49837363	5365	49834171
chr1:49875162-49881175	chr1	49875162	49881175	6013	49877747
chr1:50240502-50243385	chr1	50240502	50243385	2883	50243082
chr1:50863603-50864433	chr1	50863603	50864433	830	50863791
chr1:50886382-50892493	chr1	50886382	50892493	6111	50888952
chr1:50904886-50911009	chr1	50904886	50911009	6123	50907468
chr1:51476715-51479583	chr1	51476715	51479583	2868	51477042
chr1:51701645-51704485	chr1	51701645	51704485	2840	51704224
chr1:52171000-52177141	chr1	52171000	52177141	6141	52173590
chr1:54444363-54449404	chr1	54444363	54449404	5041	54445853
chr1:55494080-55497554	chr1	55494080	55497554	3474	55496657
chr1:55561831-55567969	chr1	55561831	55567969	6138	55564410
chr1:58126455-58132485	chr1	58126455	58132485	6030	58129045
chr1:58269013-58275032	chr1	58269013	58275032	6019	58271612
chr1:58373171-58379206	chr1	58373171	58379206	6035	58375770
chr1:59647747-59653779	chr1	59647747	59653779	6032	59650338
chr1:60208082-60208957	chr1	60208082	60208957	875	60208833
chr1:60216551-60218677	chr1	60216551	60218677	2126	60218075
chr1:60323870-60328359	chr1	60323870	60328359	4489	60325941
chr1:60772540-60778675	chr1	60772540	60778675	6135	60775119
chr1:61573381-61578809	chr1	61573381	61578809	5428	61575965
chr1:62699405-62705398	chr1	62699405	62705398	5993	62701986
chr1:63502515-63506343	chr1	63502515	63506343	3828	63505099
chr1:65122165-65125707	chr1	65122165	65125707	3542	65124762
chr1:65450279-65456309	chr1	65450279	65456309	6030	65452867
chr1:65544806-65550970	chr1	65544806	65550970	6164	65547395
chr1:65550971-65555181	chr1	65550971	65555181	4210	65551303
chr1:65558564-65564576	chr1	65558564	65564576	6012	65561140
chr1:65682423-65683619	chr1	65682423	65683619	1196	65683543
chr1:65860034-65865838	chr1	65860034	65865838	5804	65862637
chr1:65883121-65884407	chr1	65883121	65884407	1286	65884245
chr1:66103940-66107327	chr1	66103940	66107327	3387	66106526
chr1:66184843-66190986	chr1	66184843	66190986	6143	66187421
chr1:66199807-66204996	chr1	66199807	66204996	5189	66201434
chr1:67078891-67084915	chr1	67078891	67084915	6024	67081483
chr1:67176638-67182776	chr1	67176638	67182776	6138	67179205
chr1:67243313-67247306	chr1	67243313	67247306	3993	67245898
chr1:68681498-68687636	chr1	68681498	68687636	6138	68684084
chr1:68736693-68740136	chr1	68736693	68740136	3443	68736696
chr1:68854729-68857565	chr1	68854729	68857565	2836	68857284
chr1:68875777-68881805	chr1	68875777	68881805	6028	68878370
chr1:69096528-69102668	chr1	69096528	69102668	6140	69099115
chr1:69114477-69120511	chr1	69114477	69120511	6034	69117062
chr1:69389449-69395594	chr1	69389449	69395594	6145	69392032
chr1:69557699-69559776	chr1	69557699	69559776	2077	69557883
chr1:69882613-69888643	chr1	69882613	69888643	6030	69885204
chr1:69905264-69911348	chr1	69905264	69911348	6084	69907849
chr1:69922813-69928952	chr1	69922813	69928952	6139	69925388
chr1:69995406-69998072	chr1	69995406	69998072	2666	69997989
chr1:70595120-70601278	chr1	70595120	70601278	6158	70597707
chr1:70797456-70799363	chr1	70797456	70799363	1907	70798532
chr1:70813927-70816352	chr1	70813927	70816352	2425	70815626
chr1:70926179-70927328	chr1	70926179	70927328	1149	70927269
chr1:71811917-71815668	chr1	71811917	71815668	3751	71814499
chr1:73081634-73085734	chr1	73081634	73085734	4100	73084202
chr1:73486301-73492292	chr1	73486301	73492292	5991	73488882
chr1:73809099-73810764	chr1	73809099	73810764	1665	73809756
chr1:74029044-74029989	chr1	74029044	74029989	945	74029786
chr1:74347007-74353101	chr1	74347007	74353101	6094	74349559
chr1:74448281-74449467	chr1	74448281	74449467	1186	74449051
chr1:74898866-74901066	chr1	74898866	74901066	2200	74900276
chr1:74915691-74921024	chr1	74915691	74921024	5333	74918281
chr1:75014595-75016165	chr1	75014595	75016165	1570	75015302
chr1:75106865-75112887	chr1	75106865	75112887	6022	75109448
chr1:75633164-75634379	chr1	75633164	75634379	1215	75634309
chr1:75820327-75820782	chr1	75820327	75820782	455	75820407
chr1:75823452-75827028	chr1	75823452	75827028	3576	75826052
chr1:75856287-75862418	chr1	75856287	75862418	6131	75858853
chr1:76242432-76246591	chr1	76242432	76246591	4159	76245021
chr1:76482725-76488038	chr1	76482725	76488038	5313	76485310
chr1:76735650-76738636	chr1	76735650	76738636	2986	76737198
chr1:76911101-76913715	chr1	76911101	76913715	2614	76911531
chr1:76999486-77005515	chr1	76999486	77005515	6029	77002078
chr1:78185965-78190225	chr1	78185965	78190225	4260	78188552
chr1:78394080-78399570	chr1	78394080	78399570	5490	78394831
chr1:78809080-78809858	chr1	78809080	78809858	778	78809778
chr1:78845456-78851474	chr1	78845456	78851474	6018	78848034
chr1:79511261-79517280	chr1	79511261	79517280	6019	79513846
chr1:79938402-79944419	chr1	79938402	79944419	6017	79940979
chr1:80132548-80138577	chr1	80132548	80138577	6029	80135135
chr1:80394348-80400494	chr1	80394348	80400494	6146	80396936
chr1:80939203-80945257	chr1	80939203	80945257	6054	80941825
chr1:82054323-82056640	chr1	82054323	82056640	2317	82054868
chr1:83350413-83356465	chr1	83350413	83356465	6052	83353022
chr1:83684517-83689559	chr1	83684517	83689559	5042	83687104
chr1:84052389-84058406	chr1	84052389	84058406	6017	84054968
chr1:84228930-84234940	chr1	84228930	84234940	6010	84231509
chr1:85185406-85186419	chr1	85185406	85186419	1013	85186384
chr1:85771778-85775513	chr1	85771778	85775513	3735	85774458
chr1:85824940-85830944	chr1	85824940	85830944	6004	85827514
chr1:86131362-86135240	chr1	86131362	86135240	3878	86133936
chr1:86162360-86168489	chr1	86162360	86168489	6129	86164939
chr1:86610687-86614560	chr1	86610687	86614560	3873	86611046
chr1:86625551-86630498	chr1	86625551	86630498	4947	86626925
chr1:86630495-86634080	chr1	86630495	86634080	3585	86630549
chr1:86679080-86685111	chr1	86679080	86685111	6031	86681672
chr1:89227062-89230922	chr1	89227062	89230922	3860	89227387
chr1:89412579-89418615	chr1	89412579	89418615	6036	89415171
chr1:89747026-89753053	chr1	89747026	89753053	6027	89749618
chr1:90057280-90063312	chr1	90057280	90063312	6032	90059875
chr1:90214697-90218764	chr1	90214697	90218764	4067	90217313
chr1:91182694-91186499	chr1	91182694	91186499	3805	91185259
chr1:91246587-91250652	chr1	91246587	91250652	4065	91249157
chr1:91422369-91428894	chr1	91422369	91428894	6525	91424965
chr1:92232116-92237662	chr1	92232116	92237662	5546	92234699
chr1:92629666-92635797	chr1	92629666	92635797	6131	92632269
chr1:93387997-93390896	chr1	93387997	93390896	2899	93390602
chr1:93401957-93408098	chr1	93401957	93408098	6141	93404542
chr1:93790652-93796681	chr1	93790652	93796681	6029	93793242
chr1:93910736-93916776	chr1	93910736	93916776	6040	93913311
chr1:94287505-94291250	chr1	94287505	94291250	3745	94290079
chr1:94364261-94370410	chr1	94364261	94370410	6149	94366858
chr1:94506993-94512223	chr1	94506993	94512223	5230	94509576
chr1:95158524-95164627	chr1	95158524	95164627	6103	95161091
chr1:95210689-95216990	chr1	95210689	95216990	6301	95213274
chr1:95292237-95298258	chr1	95292237	95298258	6021	95294824
chr1:95968956-95972768	chr1	95968956	95972768	3812	95971543
chr1:96051579-96057733	chr1	96051579	96057733	6154	96054167
chr1:96240775-96243665	chr1	96240775	96243665	2890	96243359
chr1:96375820-96382261	chr1	96375820	96382261	6441	96379837
chr1:96433439-96437500	chr1	96433439	96437500	4061	96436047
chr1:96611743-96615947	chr1	96611743	96615947	4204	96614359
chr1:96853195-96859362	chr1	96853195	96859362	6167	96855798
chr1:97397945-97400882	chr1	97397945	97400882	2937	97400537
chr1:98212050-98215060	chr1	98212050	98215060	3010	98214641
chr1:98619261-98624772	chr1	98619261	98624772	5511	98621814
chr1:98875638-98881734	chr1	98875638	98881734	6096	98878183
chr1:99112174-99114999	chr1	99112174	99114999	2825	99114749
chr1:99156161-99159109	chr1	99156161	99159109	2948	99158743
chr1:99338040-99341165	chr1	99338040	99341165	3125	99340544
chr1:99341165-99341678	chr1	99341165	99341678	513	99341224
chr1:99399824-99405973	chr1	99399824	99405973	6149	99402411
chr1:99795980-99798746	chr1	99795980	99798746	2766	99797187
chr1:100258332-100261123	chr1	100258332	100261123	2791	100260919
chr1:100598238-100604384	chr1	100598238	100604384	6146	100600825
chr1:100632238-100638390	chr1	100632238	100638390	6152	100634827
chr1:100662981-100669120	chr1	100662981	100669120	6139	100665565
chr1:100676926-100682490	chr1	100676926	100682490	5564	100679515
chr1:100839707-100843448	chr1	100839707	100843448	3741	100842211
chr1:100944683-100950115	chr1	100944683	100950115	5432	100946874
chr1:102504175-102507320	chr1	102504175	102507320	3145	102506766
chr1:102804388-102807898	chr1	102804388	102807898	3510	102806969
chr1:102928102-102934113	chr1	102928102	102934113	6011	102930680
chr1:103045620-103051750	chr1	103045620	103051750	6130	103048191
chr1:103163409-103166933	chr1	103163409	103166933	3524	103165646
chr1:103882921-103886110	chr1	103882921	103886110	3189	103885531
chr1:104006145-104011736	chr1	104006145	104011736	5591	104008774
chr1:104218010-104223212	chr1	104218010	104223212	5202	104219652
chr1:104658853-104664872	chr1	104658853	104664872	6019	104661444
chr1:104770247-104776278	chr1	104770247	104776278	6031	104772838
chr1:104843833-104849864	chr1	104843833	104849864	6031	104846425
chr1:104935148-104941180	chr1	104935148	104941180	6032	104937733
chr1:105218347-105221849	chr1	105218347	105221849	3502	105220926
chr1:105261102-105265313	chr1	105261102	105265313	4211	105263706
chr1:105305270-105308978	chr1	105305270	105308978	3708	105307837
chr1:105878843-105885155	chr1	105878843	105885155	6312	105881422
chr1:105943314-105947379	chr1	105943314	105947379	4065	105945893
chr1:106311196-106314128	chr1	106311196	106314128	2932	106313777
chr1:106930022-106934121	chr1	106930022	106934121	4099	106932585
chr1:107716429-107718041	chr1	107716429	107718041	1612	107716826
chr1:108144445-108147540	chr1	108144445	108147540	3095	108147002
chr1:108161796-108167809	chr1	108161796	108167809	6013	108164380
chr1:108203428-108209902	chr1	108203428	108209902	6474	108206005
chr1:108350929-108353282	chr1	108350929	108353282	2353	108351332
chr1:108358320-108364417	chr1	108358320	108364417	6097	108360907
chr1:108404841-108406657	chr1	108404841	108406657	1816	108406173
chr1:108513780-108517444	chr1	108513780	108517444	3664	108516369
chr1:109742780-109748941	chr1	109742780	109748941	6161	109745366
chr1:111073531-111079655	chr1	111073531	111079655	6124	111076112
chr1:112154799-112160810	chr1	112154799	112160810	6011	112157386
chr1:112199142-112205303	chr1	112199142	112205303	6161	112201735
chr1:113359472-113360632	chr1	113359472	113360632	1160	113359673
chr1:113411875-113414694	chr1	113411875	113414694	2819	113414465
chr1:113473262-113479382	chr1	113473262	113479382	6120	113475815
chr1:113569875-113572932	chr1	113569875	113572932	3057	113572481
chr1:113633560-113639380	chr1	113633560	113639380	5820	113635814
chr1:114182629-114188155	chr1	114182629	114188155	5526	114185217
chr1:114785115-114789013	chr1	114785115	114789013	3898	114786913
chr1:114963374-114966674	chr1	114963374	114966674	3300	114965931
chr1:115014051-115020189	chr1	115014051	115020189	6138	115016640
chr1:115383344-115389475	chr1	115383344	115389475	6131	115385935
chr1:115633480-115639939	chr1	115633480	115639939	6459	115636057
chr1:117352562-117358724	chr1	117352562	117358724	6162	117355153
chr1:118511786-118517922	chr1	118511786	118517922	6136	118514368
chr1:118568232-118574250	chr1	118568232	118574250	6018	118570814
chr1:118704426-118707268	chr1	118704426	118707268	2842	118707008
chr1:118777414-118780673	chr1	118777414	118780673	3259	118780006
chr1:119152510-119157417	chr1	119152510	119157417	4907	119153866
chr1:119399357-119403472	chr1	119399357	119403472	4115	119401916
chr1:119693242-119697521	chr1	119693242	119697521	4279	119693997
chr1:120218986-120225130	chr1	120218986	120225130	6144	120221583
chr1:121309425-121314863	chr1	121309425	121314863	5438	121312012
chr1:121532230-121538261	chr1	121532230	121538261	6031	121534820
chr1:121581186-121587604	chr1	121581186	121587604	6418	121583749
chr1:121598206-121604319	chr1	121598206	121604319	6113	121600782
chr1:124961843-124967867	chr1	124961843	124967867	6024	124964427
chr1:143558090-143564124	chr1	143558090	143564124	6034	143560686
chr1:143577264-143583430	chr1	143577264	143583430	6166	143579849
chr1:145553326-145557357	chr1	145553326	145557357	4031	145555904
chr1:146717192-146723218	chr1	146717192	146723218	6026	146719778
chr1:147124825-147127850	chr1	147124825	147127850	3025	147127412
chr1:147191657-147195280	chr1	147191657	147195280	3623	147193097
chr1:147228009-147231695	chr1	147228009	147231695	3686	147230597
chr1:147321798-147327814	chr1	147321798	147327814	6016	147324376
chr1:147704992-147709408	chr1	147704992	147709408	4416	147707594
chr1:148830426-148836568	chr1	148830426	148836568	6142	148833022
chr1:149035016-149038869	chr1	149035016	149038869	3853	149037586
chr1:149036870-149041138	chr1	149036870	149041138	4268	149037586
chr1:149952053-149958158	chr1	149952053	149958158	6105	149954635
chr1:152260032-152262808	chr1	152260032	152262808	2776	152261834
chr1:152400203-152403570	chr1	152400203	152403570	3367	152402782
chr1:152431211-152436703	chr1	152431211	152436703	5492	152433802
chr1:152547782-152553918	chr1	152547782	152553918	6136	152550380
